Food Code,Food Name,Group,Type,Air (Water) (g),Energi (Energy) (Kal),Protein (Protein) (g),Lemak (Fat) (g),Karbohidrat (CHO) (g),Serat (Fibre) (g),Abu (ASH) (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (Vit. A) (mcg),Beta-Karoten (Carotenes) (mcg),Thiamin (Vit. B1) (mg),Riboflavin (Vit. B2) (mg),Niasin (Niacin) (mg),Karoten Total (Re) (mcg),Vitamin C (Vit. C) (mg)
ER022,"Langsat, fresh",Fruits,Raw,82.0,63.0,1.0,0.2,16.1,4.3,0.7,18.0,9.0,0.9,2.0,149.0,0.09,0.2,,0.0,0.05,0.15,1.5,0.0,9.0
DR125,"Lantar, fresh",Vegetables,Raw,91.2,34.0,2.2,0.3,5.5,2.9,0.8,10.0,58.0,0.4,3.0,155.0,0.2,0.4,,38.0,0.3,0.07,0.4,,4.0
BP048,Lanting getuk,Starchy Roots & Tubers,Processed/Products,4.2,422.0,0.9,10.8,80.4,1.4,3.8,206.0,104.0,3.6,,,,,0.0,,0.43,,,0.0,0.0
AP078,Lapis legit,Cereals,Processed/Products,21.3,389.0,6.6,15.7,55.5,0.5,0.9,16.0,136.0,1.9,,,,,41.0,,0.26,0.09,3.0,1032.0,0.0
GR041,"Large saltwater clam, fresh",Fish and Other Seafood,Raw,77.6,90.0,20.4,0.9,0.0,,1.1,88.0,270.0,0.7,56.0,281.0,0.3,0.9,1047.0,,0.32,0.03,0.2,,
GR047,"Largehead hairtail, fresh",Fish and Other Seafood,Raw,78.2,97.0,17.9,2.0,0.4,0.0,1.5,40.0,100.0,2.5,,,,,21.0,,0.1,,,0.0,0.0
ER088,"Latundan banana, fresh",Fruits,Raw,69.3,108.0,1.3,0.3,28.2,0.7,1.0,16.0,38.0,0.1,31.0,522.6,0.27,0.6,,48.0,0.02,0.08,1.1,480.0,2.0
FP055,"Lawara jangang, dish",Meat and Poultry,Processed/Products,72.4,159.0,5.0,10.9,10.1,,1.6,57.0,107.0,1.5,400.0,2368.0,0.1,1.0,14.0,,0.25,0.16,,,
GP073,"Lawara penjah, dish",Fish and Other Seafood,Processed/Products,64.5,207.0,7.4,15.4,9.6,,2.9,114.0,219.0,5.9,683.0,117.0,0.5,0.7,0.0,38.0,0.19,0.04,,,14.0
GR023,"Leaf fish, fresh",Fish and Other Seafood,Raw,78.6,101.0,11.5,4.1,4.6,0.0,1.2,80.0,210.0,0.8,120.0,270.0,0.1,0.9,0.0,,0.08,0.07,0.1,,0.0
EP005,Ledre pisang,Fruits,Processed/Products,3.6,405.0,4.8,5.1,84.9,0.4,1.6,59.0,124.0,2.6,,,,,,4.0,0.41,,,7330.0,0.0
DR049,"Leilem leaves, fresh",Vegetables,Raw,79.4,76.0,2.8,0.2,15.8,3.1,1.8,296.0,22.0,3.4,6.0,46.0,0.5,1.1,,753.0,0.3,0.1,2.5,,22.0
DP040,Lema/ Bamboo shoots sour,Vegetables,Processed/Products,96.3,15.0,1.0,0.4,1.9,,0.4,17.0,230.0,2.9,3.0,156.0,0.1,0.7,,,0.3,0.0,,,
ER052,"Lemon, fresh",Fruits,Raw,92.2,34.0,0.5,0.8,6.2,0.1,0.3,23.0,20.0,0.3,31.0,140.0,0.1,0.2,,0.0,0.09,0.12,0.3,,50.0
EP006,Lempog durian,Fruits,Processed/Products,25.2,320.0,3.5,5.7,63.7,4.9,1.9,190.0,93.0,2.5,,,,,,,0.05,0.04,,,
CR021,"Lentils, yellow, dried",Grains and Legumes,Raw,11.7,355.0,17.0,2.5,66.0,15.1,2.8,140.0,220.0,5.8,1.0,0.0,0.7,3.2,,58.0,0.47,0.08,1.9,,
GR070,"Leopard coral grouper, fresh",Fish and Other Seafood,Raw,74.7,100.0,13.7,1.5,8.0,0.0,2.1,92.0,606.0,1.7,202.0,227.0,0.2,1.6,181.0,0.0,0.35,0.03,6.6,,
GP037,"Leopard coral grouper, salted, raw",Fish and Other Seafood,Processed/Products,30.0,289.0,38.0,14.0,0.0,0.0,18.0,40.0,100.0,0.7,,,,,0.0,0.0,0.0,,,,0.0
BR017,Lepok/Nut-grass tuber,Starchy Roots & Tubers,Raw,55.3,181.0,2.8,1.2,39.8,10.7,0.9,7.0,50.0,3.1,116.0,306.0,1.6,0.9,0.0,0.0,0.28,0.05,1.5,0.0,0.0
BR010,"Lesser yam, tuber, fresh",Starchy Roots & Tubers,Raw,66.4,131.0,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200.0,0.2,0.3,0.0,0.0,0.08,0.0,0.9,0.0,4.0
DP016,"Lettuce, boiled",Vegetables,Processed/Products,93.5,19.0,2.7,0.2,2.9,0.7,0.7,83.0,74.0,1.4,24.0,160.7,0.05,0.2,,2499.0,0.08,0.2,0.6,3700.0,27.0
DR145,"Lettuce, fresh",Vegetables,Raw,94.8,18.0,1.2,0.2,2.9,1.8,0.9,22.0,25.0,0.5,19.0,186.4,0.03,0.2,,1526.0,0.04,0.13,0.4,540.0,8.0
DR031,"Lilac tasselflower leaves, fresh",Vegetables,Raw,91.4,27.0,2.1,0.7,4.4,2.0,1.4,253.0,192.0,9.5,,,,,0.0,,0.01,,,5057.0,1.0
DP041,Lilin bungkus gedi,Vegetables,Processed/Products,84.8,79.0,2.3,5.2,5.8,2.5,1.9,170.0,70.0,0.9,170.0,50.0,0.2,0.8,,,0.2,0.1,0.0,,18.0
ER040,"Lime, fresh",Fruits,Raw,88.9,44.0,0.5,0.2,10.0,0.4,0.4,18.0,22.0,0.2,3.0,108.9,0.06,0.1,,23.0,0.01,0.03,0.2,4.0,20.0
DR108,"Little hogweed, fresh",Vegetables,Raw,93.0,26.0,1.7,0.4,3.8,1.0,1.1,103.0,39.0,3.6,4.0,240.5,0.23,0.9,,0.0,0.03,0.09,0.2,2550.0,25.0
EP007,Loka anjoro,Fruits,Processed/Products,63.3,163.0,1.1,4.3,30.0,,1.3,,,,,,,,,,,,,,
DP004,"long beans leaves, boiled",Vegetables,Processed/Products,87.2,40.0,3.7,0.3,8.0,1.8,0.8,111.0,66.0,3.7,6.0,419.5,0.2,0.3,0.0,2645.0,0.15,0.2,0.9,5781.0,11.0
DP019,"Long eggpalnt, steamed",Vegetables,Processed/Products,92.7,23.0,1.8,0.1,4.9,0.4,0.5,40.0,13.0,0.5,9.0,57.0,67.1,0.2,0.0,99.0,0.0,0.07,0.7,20.0,1.0
DR159,Long eggplant,Vegetables,Raw,91.8,25.0,2.1,0.1,5.3,0.5,0.7,38.0,24.0,0.7,9.0,53.7,0.09,0.2,0.0,83.0,0.15,0.06,0.7,24.0,8.0
DR060,"Longgiho fern leaves, fresh",Vegetables,Raw,89.5,54.0,2.2,3.6,3.1,2.1,1.6,40.0,80.0,0.7,70.0,500.0,0.4,0.1,,168.0,0.4,0.3,0.2,,8.0
ER007,"Loquat, fresh",Fruits,Raw,87.1,51.0,0.3,0.1,12.1,0.7,0.5,220.0,14.0,0.8,1.0,258.6,0.04,0.0,0.0,,0.1,0.02,0.0,12256.0,4.0
DR001,"Lotus root, fresh",Vegetables,Raw,86.7,45.0,1.1,0.4,10.8,1.2,1.0,72.0,125.0,1.3,96.0,1147.1,0.02,0.2,0.0,83.0,0.02,0.03,1.9,90.0,2.0
AP020,"Macaroni, raw",Cereals,Processed/Products,11.7,353.0,8.7,0.4,78.7,4.9,2.5,20.0,80.0,0.3,5.0,0.0,0.28,1.4,,,0.1,0.13,2.2,0.0,0.0
GR052,"Mackerel scad, fresh",Fish and Other Seafood,Raw,75.0,120.0,14.3,4.9,4.6,0.0,1.2,329.0,436.0,1.5,240.0,169.0,0.8,1.1,,0.0,0.0,0.05,3.1,,
GR080,"Mackerel tuna, fresh",Fish and Other Seafood,Raw,79.0,81.0,16.2,1.2,0.7,0.0,2.9,757.0,292.0,2.2,169.0,202.9,0.7,1.2,18.0,0.0,0.04,0.1,2.4,,0.0
GR035,"Mackerel tuna, fresh",Fish and Other Seafood,Raw,76.1,110.0,12.6,4.2,5.4,,1.7,80.0,300.0,1.5,340.0,300.0,0.2,1.4,146.0,,,,0.2,,
DR111,"Madura cucumber, fresh",Vegetables,Raw,97.1,9.0,0.5,0.1,1.9,0.7,0.4,15.0,102.0,0.6,2.0,78.9,0.02,0.1,0.0,25.0,0.02,0.02,0.1,0.0,5.0
DR085,"Maize, unripe, fresh",Vegetables,Raw,89.5,35.0,2.2,0.1,7.4,1.9,0.8,7.0,100.0,0.5,353.0,230.2,0.1,0.8,0.0,23.0,0.08,0.16,0.9,200.0,8.0
ER003,"Malang apple, fresh",Fruits,Raw,85.9,57.0,0.5,0.4,12.8,0.8,0.3,9.0,18.0,0.6,4.0,175.4,110.16,0.0,,26.0,0.05,0.03,0.1,2240.0,5.0
ER033,"Malay apple, fresh",Fruits,Raw,87.1,49.0,2.3,0.2,9.6,3.5,0.8,8.0,8.0,0.3,1.0,14.0,0.0,0.0,,92.0,0.13,0.01,0.5,,22.0
GR034,"Malay combtail, fresh",Fish and Other Seafood,Raw,74.2,132.0,17.0,6.7,0.8,0.0,1.3,151.0,272.0,1.2,78.0,229.0,0.9,0.7,,,0.07,0.03,,,
HR009,"Maleo egg, fresh",Eggs,Raw,36.0,436.0,26.5,36.3,0.4,,0.8,154.0,120.0,4.3,77.0,333.0,0.4,2.9,3987.0,,,1.0,0.2,,
ER062,"Manalagi mango, fresh",Fruits,Raw,66.5,133.0,1.0,0.1,32.1,11.8,0.3,20.0,23.0,1.0,70.0,161.0,0.0,0.0,0.0,4.0,0.07,0.0,0.6,,61.0
AP080,Manan samin,Cereals,Processed/Products,27.1,379.0,3.4,18.1,50.6,,0.8,,,,,,,,,,,,,,
ER037,Mandarin orange,Fruits,Raw,87.3,44.0,0.8,0.3,10.9,1.6,0.7,33.0,23.0,0.4,5.0,518.1,169.3,0.2,,0.0,0.07,0.03,0.2,420.0,31.0
ER054,"Mango, fresh",Fruits,Raw,86.6,52.0,0.7,0.0,12.3,1.6,0.2,20.0,16.0,1.0,3.0,140.0,0.33,0.0,,316.0,0.03,0.01,0.3,,12.0
ER064,"Mangosteen, fresh",Fruits,Raw,83.0,63.0,0.6,0.6,15.6,1.5,0.2,8.0,12.0,0.8,10.0,61.9,0.1,0.1,,0.0,0.03,0.03,0.3,0.0,5.0
GR051,"Mangrove clam, fresh",Fish and Other Seafood,Raw,58.0,303.0,14.0,27.0,0.0,0.0,1.0,20.0,200.0,1.0,43.0,,,,485.0,0.0,0.1,,,,2.0
ER050,"Manila tamarind, fresh",Fruits,Raw,20.1,315.0,2.1,1.4,73.5,3.6,2.9,160.0,120.0,3.7,,,,,,,0.02,,,,
KP001,Margarine,Fat and Oil,Processed/Products,15.5,720.0,0.6,81.0,0.4,0.0,2.5,20.0,16.0,0.0,760.0,25.9,0.0,0.0,606.0,633.0,0.0,0.0,0.0,,0.0
MP011,Markisa squash,Convectionery,Processed/Products,46.7,217.0,2.5,1.0,49.6,,0.2,6.0,83.0,0.6,14.0,65.0,0.0,0.1,,23.0,0.07,0.02,0.0,75.0,14.0
MP012,"Markisa squash, BD",Convectionery,Processed/Products,74.4,104.0,1.2,0.5,23.7,,0.2,1.0,88.0,0.5,40.0,40.0,0.0,0.1,,7.0,0.2,0.02,0.0,40.0,12.0
GR002,"Maroon clownfish, fresh",Fish and Other Seafood,Raw,79.5,93.0,12.8,1.5,6.1,0.0,4.1,60.0,199.0,3.0,33.0,175.9,0.1,1.0,51.0,3.0,0.06,0.0,2.7,71.0,
ER085,"Mas bali ampenan banana, fresh",Fruits,Raw,76.8,92.0,1.4,0.2,21.0,3.7,0.5,7.0,29.0,1.2,32.0,272.0,0.18,0.4,,14.0,0.09,0.03,0.6,,11.0
ER086,"Mas bali kopang banana, fresh",Fruits,Raw,64.2,127.0,1.4,0.2,31.8,3.7,2.4,10.0,0.0,0.1,43.0,616.0,0.12,0.4,,21.0,0.21,0.05,0.9,,17.0
AP083,Masekat,Cereals,Processed/Products,15.6,369.0,2.1,7.0,74.1,4.0,0.8,17.0,52.0,0.8,141.0,12.0,0.4,0.3,155.0,,,,,,
ER066,"Matoa, fresh",Fruits,Raw,76.5,90.0,1.2,0.1,21.1,0.5,1.1,20.0,40.0,0.6,10.0,190.0,0.3,0.6,,2.0,0.18,0.09,0.5,,54.0
FP028,"Mbok Berek Fried chicken, breast",Meat and Poultry,Processed/Products,43.4,295.0,39.2,13.6,1.0,0.0,2.8,114.0,278.0,5.4,,,,,8.0,,0.19,,,50.0,0.0
DR096,"Mecca bean, peas, fresh",Vegetables,Raw,93.6,22.0,1.1,1.0,3.4,1.1,0.9,63.0,296.0,1.0,2.0,69.2,0.3,,0.0,197.0,0.02,,0.4,116.0,0.0
CP048,"Melinjo, emping, thick, fried, savory",Grains and Legumes,Processed/Products,8.0,431.0,11.1,16.2,63.0,,1.6,77.0,,,,,,,,,0.08,,,0.0,0.0
CP047,"Melinjo, emping, thick, fried, sweet",Grains and Legumes,Processed/Products,5.6,439.0,10.0,16.4,65.7,,2.3,66.0,225.0,,,,,,,,0.1,,,0.0,0.0
CP049,"Melinjo, emping, thin, fried",Grains and Legumes,Processed/Products,3.3,485.0,11.5,24.5,59.1,,1.5,85.0,218.0,,,,,,,,0.11,,,0.0,0.0
ER067,"Melon, fresh",Fruits,Raw,90.8,37.0,0.6,0.4,7.8,1.0,0.5,12.0,14.0,0.4,27.0,167.0,0.3,0.1,,1.0,0.02,0.1,0.0,0.0,0.0
FP008,"Menjangan, meat, jerked meat, raw",Meat and Poultry,Processed/Products,14.3,322.0,55.8,2.0,22.7,,5.3,55.0,310.0,2.1,765.0,1282.0,1.7,3.2,3391.0,26.0,,,,,
ER068,"Menteng, fresh",Fruits,Raw,79.0,65.0,1.7,0.3,16.1,,2.9,13.0,20.0,0.8,,,,,,,0.0,,,0.0,
DR017,"Mexican mint, fresh",Vegetables,Raw,92.5,27.0,1.3,0.6,4.0,1.0,1.6,279.0,40.0,13.6,4.0,144.0,,,,1489.0,0.16,0.1,0.0,13288.0,5.0
AP084,"Mie aceh, boiled",Cereals,Processed/Products,74.6,113.0,3.0,3.2,18.1,,1.1,22.0,44.0,1.4,191.0,36.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,,0.0
AP085,Mie ayam,Cereals,Processed/Products,78.6,102.0,6.2,3.9,10.5,,0.8,262.0,51.0,1.8,279.0,,,,39.0,,0.85,,0.0,166.0,0.0
AP086,Mie bakso,Cereals,Processed/Products,74.5,114.0,5.3,3.0,16.4,0.1,0.8,286.0,53.0,1.9,760.0,,,,17.0,,0.16,,,180.0,0.0
AP087,Mie celon,Cereals,Processed/Products,75.9,102.0,3.0,2.1,17.8,,1.2,12.0,84.0,1.4,451.0,112.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,,0.0
AP088,"Mie pangsit, wet",Cereals,Processed/Products,79.2,105.0,5.9,4.9,9.4,,0.7,208.0,48.0,2.0,530.0,,,,25.0,,0.46,,,620.0,0.0
MP003,"Milk chocolate, bar",Convectionery,Processed/Products,1.0,565.0,9.0,35.0,53.6,3.4,1.4,200.0,200.0,2.0,100.0,405.5,0.49,2.3,,54.0,0.08,0.45,0.5,30.0,0.0
GR004,"Milkfish, fresh",Fish and Other Seafood,Raw,66.0,193.0,19.0,13.0,0.0,0.0,2.0,48.0,150.0,0.4,118.0,264.9,0.1,0.2,45.0,0.0,0.01,0.1,4.1,,0.0
AR020,"Millet, raw",Cereals,Raw,11.9,364.0,9.7,3.5,73.4,8.2,1.5,28.0,311.0,5.3,7.0,255.1,0.45,1.5,,33.0,0.33,0.28,4.5,,
AP023,Misua,Cereals,Processed/Products,10.0,345.0,8.5,2.2,78.0,0.5,1.3,52.0,120.0,8.7,3064.0,44.0,0.08,0.0,0.0,0.0,0.0,0.02,0.2,0.0,0.0
BP068,Mocaf (Modified cassava flour),Starchy Roots & Tubers,Processed/Products,11.9,350.0,1.2,0.6,85.0,6.0,1.3,60.0,64.0,15.8,8.0,403.0,0.1,0.6,,0.0,0.02,0.02,0.7,0.0,2.0
GP074,"Model, dish",Fish and Other Seafood,Processed/Products,83.9,79.0,2.2,4.0,8.6,,1.3,8.0,33.0,0.8,147.0,34.0,0.1,0.5,,,0.16,0.02,,,
MP013,Molasses,Convectionery,Processed/Products,21.2,276.0,,0.1,71.0,0.0,7.7,6.0,83.0,0.6,14.0,,0.0,0.3,0.0,0.0,0.04,,,,0.0
CP050,Moon tofu,Grains and Legumes,Processed/Products,79.9,128.0,8.0,10.0,1.3,0.2,0.8,205.0,92.0,2.5,393.0,,,,131.0,,0.46,,,5300.0,0.0
DR011,Moringa fruit,Vegetables,Raw,89.5,38.0,1.5,0.2,7.5,3.2,1.3,30.0,54.0,0.0,48.0,216.0,0.0,0.2,,31.0,0.1,0.1,4.1,,25.0
DP006,"Moringa leaves, boiled",Vegetables,Processed/Products,80.3,61.0,6.1,0.9,10.0,0.9,2.6,255.0,36.0,2.1,45.0,181.2,0.1,0.6,,3972.0,0.1,0.1,4.0,6071.0,13.0
DR038,"Moringa leaves, fresh",Vegetables,Raw,75.5,92.0,5.1,1.6,14.3,8.2,3.5,1077.0,76.0,6.0,61.0,298.0,0.1,0.6,,3266.0,0.3,0.1,4.2,,22.0
CP005,"Mungbean, boiled",Grains and Legumes,Processed/Products,71.3,109.0,8.7,0.5,18.3,1.5,1.2,95.0,149.0,1.5,447.0,657.8,1.4,2.8,,18.0,0.12,0.04,0.4,120.0,3.0
CP015,"Mungbean, dregs",Grains and Legumes,Processed/Products,70.6,96.0,3.7,0.6,19.1,2.7,0.6,133.0,150.0,1.3,,,,,,,0.05,,,,
CR014,"Mungbean, dried",Grains and Legumes,Raw,15.5,323.0,22.9,1.5,56.8,7.5,3.3,223.0,319.0,7.5,42.0,815.7,1.9,2.9,,156.0,0.46,0.15,1.5,223.0,10.0
CR012,"Mungbean, variant bakti, dried",Grains and Legumes,Raw,7.4,350.0,17.1,1.8,70.7,5.7,3.1,94.0,315.0,4.9,46.0,893.9,1.52,3.1,,171.0,0.4,0.27,2.6,235.0,11.0
CR013,"Mungbean, variant siwalik, dried",Grains and Legumes,Raw,8.8,339.0,20.8,2.1,64.6,7.4,3.7,122.0,136.0,4.9,45.0,880.4,1.5,3.1,,168.0,0.45,0.27,2.6,321.0,
DR129,Mustard Greens,Vegetables,Raw,91.4,33.0,2.3,0.5,4.7,1.8,1.1,60.0,30.0,3.1,20.0,100.0,0.1,0.4,,1575.0,0.2,0.1,0.1,,12.0
DR144,"Mustard greens, fresh",Vegetables,Raw,94.9,19.0,1.3,0.2,2.9,2.2,1.0,92.0,45.0,1.2,17.0,145.0,0.1,0.4,,815.0,0.2,0.1,0.1,,36.0
DR141,"Mustard greens, fresh",Vegetables,Raw,92.2,28.0,2.3,0.3,4.0,2.5,1.2,220.0,38.0,2.9,22.0,436.5,0.12,0.2,,2042.0,0.09,0.23,0.7,6460.0,102.0
FP056,"Naan maran cow, dish",Meat and Poultry,Processed/Products,14.8,478.0,38.3,33.9,5.1,,7.9,30.0,390.0,11.8,220.0,320.0,0.6,3.9,33.0,,,,0.2,,
DR142,"Napa cabbage, fresh",Vegetables,Raw,96.6,9.0,1.0,0.1,1.7,0.8,0.6,56.0,42.0,1.1,5.0,193.1,0.05,0.1,0.0,862.0,0.05,0.18,0.4,832.0,3.0
AP089,Nasi gemuk,Cereals,Processed/Products,61.4,192.0,3.8,8.8,24.4,0.7,1.6,15.0,74.0,1.0,355.0,63.0,0.2,1.4,0.0,0.0,0.19,0.05,2.0,,0.0
AP090,Nasi gurih,Cereals,Processed/Products,60.5,190.0,4.7,7.5,26.0,0.7,1.3,12.0,62.0,0.8,296.0,52.0,0.2,1.2,0.0,0.0,0.11,0.06,2.1,,0.0
AP091,Nasi minyak,Cereals,Processed/Products,53.3,207.0,3.5,5.0,37.1,0.8,1.1,26.0,100.0,1.5,74.0,174.0,0.2,2.2,0.0,0.0,0.14,0.07,2.6,,0.0
AP092,Nasi rames,Cereals,Processed/Products,65.8,155.0,10.3,4.2,19.1,,0.6,239.0,62.0,1.8,265.0,,,,96.0,,0.59,0.0,,3140.0,
FP057,"Nasu likku, dish",Meat and Poultry,Processed/Products,59.0,196.0,14.5,8.3,15.9,,2.3,69.0,157.0,1.0,386.0,470.0,0.3,2.0,,,0.2,0.24,1.5,,
GR057,"Nasu metti fish, fresh",Fish and Other Seafood,Raw,72.7,109.0,19.9,1.8,3.4,0.0,2.2,95.0,597.0,1.3,266.0,227.0,0.3,2.0,195.0,0.0,0.26,0.03,4.4,,
DR057,"Ndusuk leaves, fresh",Vegetables,Raw,56.0,166.0,1.7,0.5,38.8,10.7,3.0,40.0,20.0,1.8,40.0,310.0,0.2,0.7,,14457.0,0.4,0.1,0.1,,30.0
DP052,Ndusuk soup,Vegetables,Processed/Products,87.5,49.0,3.1,2.5,3.6,,3.1,11.0,6.0,0.5,1011.0,88.0,,0.2,,,0.2,0.1,,,15.0
GR029,"Neddlefish, fresh",Fish and Other Seafood,Raw,80.7,77.0,15.6,0.9,1.6,0.0,1.2,94.0,170.0,1.7,,,,,18.0,,0.07,,,0.0,0.0
BP050,"Noodle, bendo",Starchy Roots & Tubers,Processed/Products,11.5,353.0,0.3,0.0,88.0,2.4,0.2,28.0,14.0,2.8,9.0,49.2,0.5,0.1,,2.0,0.02,0.0,0.1,0.0,0.0
AP022,"Noodle, dried",Cereals,Processed/Products,10.6,339.0,10.0,1.7,6.3,0.4,1.4,31.0,143.0,3.9,760.0,83.0,0.29,1.9,,,0.0,0.08,2.2,0.0,0.0
BP049,"Noodle, golosor",Starchy Roots & Tubers,Processed/Products,82.9,71.0,0.2,0.8,15.9,0.1,0.2,117.0,5.0,0.2,,,,,0.0,,0.05,0.02,0.0,112.0,0.0
BP051,"Noodle, sago",Starchy Roots & Tubers,Processed/Products,52.8,190.0,0.2,0.4,46.5,1.4,0.1,8.0,7.0,0.3,10.0,2.6,0.1,0.0,,2.0,0.0,0.4,0.0,0.0,0.0
AP021,"Noodle, wet",Cereals,Processed/Products,80.0,88.0,0.6,3.3,14.0,0.1,2.1,14.0,13.0,6.8,63.0,13.5,0.06,0.4,,0.0,0.0,0.0,0.0,,0.0
AP093,Nopia special,Cereals,Processed/Products,11.5,387.0,5.3,7.6,74.3,0.3,1.3,903.0,133.0,4.2,,,,,,,0.17,,,512.0,0.0
ER072,"Nutmeg, meat, fresh",Fruits,Raw,88.1,42.0,0.3,0.2,10.9,0.5,0.5,32.0,24.0,1.5,,,,,,,,,,29.0,22.0
NR024,"Nutmeg, seed, dried",Herbs and Spices,Raw,14.3,518.0,7.5,36.4,40.1,3.5,1.7,120.0,240.0,4.6,2.0,78.7,0.94,2.0,,7.0,0.2,0.02,0.5,,0.0
GP087,"Octopus saboko, dish",Fish and Other Seafood,Processed/Products,76.2,87.0,15.7,1.5,2.6,,4.1,60.0,14.0,2.1,200.0,180.0,0.9,4.0,38.0,,,,,,
FP077,"Offal soto, dish",Meat and Poultry,Processed/Products,81.4,92.0,11.8,4.3,1.4,,1.1,218.0,48.0,1.9,363.0,,,,85.0,,0.36,,,440.0,0.0
DP042,Olah-olah,Vegetables,Processed/Products,83.9,9.0,2.1,6.0,7.1,4.4,0.9,26.0,3.0,1.2,289.0,266.0,0.3,0.6,,36.0,0.2,0.1,0.4,,
KR014,Olive oil,Fat and Oil,Raw,0.0,884.0,0.0,100.0,0.0,0.0,0.0,14.0,0.0,1.2,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,,
CP051,Oncom,Grains and Legumes,Processed/Products,57.0,187.0,13.0,6.0,22.6,,1.4,96.0,115.0,27.0,,,,,0.0,,0.09,0.0,1.6,,0.0
CP039,"Oncom, chips",Grains and Legumes,Processed/Products,3.0,598.0,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,,,,,,,1.13,,,1608.0,0.0
CP053,"Oncom, mungbean + cassava",Grains and Legumes,Processed/Products,16.5,351.0,11.0,5.3,65.9,9.0,1.3,164.0,113.0,7.8,,,,,,,0.01,,,,
CP052,"Oncom, mungbean, dregs",Grains and Legumes,Processed/Products,13.4,376.0,14.9,6.0,65.7,12.3,1.7,199.0,110.0,10.9,,,,,,,0.03,,,,
CP054,"Oncom, peanut, pepes",Grains and Legumes,Processed/Products,65.0,132.0,12.7,3.8,13.7,3.1,4.8,133.0,355.0,34.4,,,,,,,0.08,0.2,0.7,10.0,0.0
AP094,Onde-onde,Cereals,Processed/Products,27.7,336.0,4.0,9.8,57.9,,0.6,,,,,,,,,,,,,,
DR007,"Onion, fresh",Vegetables,Raw,87.5,43.0,1.4,0.2,10.3,2.0,0.6,32.0,44.0,0.5,12.0,9.6,0.1,0.3,,788.0,0.03,0.21,0.4,50.0,9.0
FP058,"Oramu ninahu ndawa olaho, dish",Meat and Poultry,Processed/Products,74.9,117.0,13.7,5.0,4.3,,0.1,964.0,804.0,2.0,,727.0,0.3,1.5,4095.0,,0.77,0.04,1.7,,
FP068,"Oxtail soup, dish",Meat and Poultry,Processed/Products,86.1,71.0,7.5,3.6,2.2,,0.6,286.0,38.0,3.2,490.0,,,,119.0,,0.14,,,2900.0,0.0
BP053,Oyek,Starchy Roots & Tubers,Processed/Products,12.6,351.0,0.9,0.9,84.9,4.3,0.7,60.0,36.0,2.1,5.0,229.0,0.1,0.5,,0.0,0.02,0.02,0.5,0.0,0.0
GP067,"Oyster gulai, dish",Fish and Other Seafood,Processed/Products,73.1,132.0,9.0,7.2,7.8,,2.9,53.0,134.0,3.7,285.0,133.0,1.1,0.7,389.0,,0.29,0.12,,,
DR090,"Oyster mushroom, fresh",Vegetables,Raw,92.5,30.0,1.9,0.1,5.5,3.6,0.6,9.0,83.0,0.7,22.0,226.0,0.0,0.8,,0.0,0.3,0.2,1.0,0.0,0.0
AP095,Padamaran,Cereals,Processed/Products,67.6,171.0,3.9,8.9,18.8,,0.8,,,,,,,,,,,,,,
DP043,Paku hinela wulelenggapaya,Vegetables,Processed/Products,83.4,77.0,3.5,4.6,5.4,3.6,3.1,63.0,85.0,0.0,469.0,37.0,0.3,0.7,,55.0,0.8,0.1,0.2,,4.0
ER069,"Palembang pineapple, fresh",Fruits,Raw,85.5,58.0,0.7,0.2,13.3,1.6,0.3,29.0,15.0,0.6,7.0,117.0,0.03,0.1,,17.0,0.26,0.03,0.2,,11.0
GR058,"Paling fish, fresh",Fish and Other Seafood,Raw,75.4,100.0,18.8,2.2,0.0,0.0,3.6,40.0,179.0,0.5,43.0,392.6,0.1,0.3,45.0,0.0,0.37,0.2,3.4,,0.0
KR012,Palm oil,Fat and Oil,Raw,0.0,884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18181.0,0.0,0.0,0.0,,0.0
MP005,Palm sugar,Convectionery,Processed/Products,7.0,368.0,0.0,0.0,92.0,0.0,1.0,75.0,35.0,3.0,15.0,390.4,0.04,26.4,0.0,0.0,0.0,0.01,0.5,,0.0
GR060,"Pangasius fish, fresh",Fish and Other Seafood,Raw,71.3,81.0,11.4,1.9,3.8,0.0,11.6,118.0,174.0,3.0,46.0,245.9,0.0,1.5,15.0,0.0,0.0,0.4,3.2,0.0,0.0
GP024,"Pangasius, grilled",Fish and Other Seafood,Processed/Products,70.3,144.0,17.5,6.3,4.3,,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,,,,,,,
DR094,Panicled Spot Flower,Vegetables,Raw,89.0,34.0,1.9,0.3,7.1,3.5,1.7,162.0,41.0,4.0,59.0,388.5,0.3,1.2,,2.0,0.03,,0.4,3918.0,20.0
